id,player_name,appearances_time, field_goal_percentage ,shots_made,shots_try, three_pointer_percentage ,three_shots_made,three_shots_try, free_throws_percentage ,free_throw_made,free_throws_try,rebounds,assists,steals,blocks,turnovers,fouls,scores,is_allstar
42,Nicolas Batum,21.9,0.42,2.1,4.9,0.39,1.6,4.1,0.71,0.4,0.6,3.8,1.6,0.7,0.6,0.6,1.9,6.1,0
83,Oshae Brissett,16.7,0.39,1.9,4.9,0.31,0.7,2.4,0.72,1.6,2.2,3.4,0.7,0.5,0.2,0.5,1.2,6.1,0
205,Evan Fournier,17,0.34,2.1,6.1,0.31,1.3,4.2,0.86,0.7,0.8,1.8,1.3,0.6,0.1,0.8,1.7,6.1,0
402,Sandro Mamukelashvili,15.3,0.42,2.3,5.3,0.3,0.7,2.3,0.68,0.9,1.3,4.3,1.4,0.3,0.3,0.8,1.2,6.1,0
463,Mike Muscala,15,0.45,2.1,4.6,0.39,1.3,3.3,0.77,0.6,0.8,3.2,0.8,0.2,0.4,0.4,1.6,6.1,0
139,Robert Covington,16.2,0.45,2.1,4.8,0.4,1.1,2.8,0.75,0.6,0.8,3.5,1.2,0.8,0.7,0.7,1.8,6,0
177,Andre Drummond,12.7,0.61,2.5,4.1,0,0,0,0.54,1,1.9,6.6,0.5,0.7,0.4,1.1,1.7,6,0
380,Saben Lee,14.9,0.41,2,4.8,0.37,0.4,1.2,0.74,1.7,2.3,1.8,2.7,0.8,0,1,1.3,6,0
358,Maxi Kleber,25.1,0.46,2.1,4.6,0.35,1.1,3,0.71,0.7,1,3.6,1.4,0.3,0.8,0.7,2.3,5.9,0
682,Jaylin Williams,18.7,0.44,2.1,4.8,0.41,0.9,2.3,0.7,0.8,1.1,4.9,1.6,0.6,0.2,0.8,2.3,5.9,0
125,Josh Christopher,12.3,0.47,2.4,5.1,0.24,0.3,1.4,0.75,0.7,0.9,1.1,1.1,0.5,0.2,0.9,0.9,5.8,0
148,Johnny Davis,15.1,0.39,2.4,6.1,0.24,0.6,2.5,0.52,0.5,1,2.3,1,0.4,0.3,0.6,1.7,5.8,0
330,Stanley Johnson,15.6,0.53,2.2,4.1,0.45,0.6,1.3,0.67,0.9,1.3,3.2,2.2,0.5,0.2,1.1,1.6,5.8,0
40,Charles Bassey,14.5,0.64,2.5,3.9,0.38,0.1,0.2,0.6,0.6,1.1,5.5,1.3,0.5,0.9,1.2,2.1,5.7,0
433,Rodney McGruder,16.4,0.41,1.9,4.8,0.42,1.3,3,0.82,0.6,0.7,2.3,0.9,0.5,0,0.3,1.2,5.7,0
690,Ziaire Williams,15.2,0.43,2.3,5.3,0.26,0.7,2.6,0.77,0.5,0.6,2.1,0.9,0.4,0.2,1,1.6,5.7,0
72,James Bouknight,15.1,0.36,2,5.7,0.3,1,3.2,0.67,0.6,0.9,2.1,1.2,0.4,0.1,0.9,1.4,5.6,0
116,Alex Caruso,23.5,0.46,1.9,4.3,0.36,0.8,2.3,0.81,0.9,1.1,2.9,2.9,1.5,0.7,1.1,2.4,5.6,0
258,Montrezl Harrell,11.9,0.6,2.2,3.7,0,0,0.1,0.69,1.2,1.8,2.8,0.6,0.3,0.4,0.6,1.3,5.6,0
326,Jalen Johnson,14.9,0.49,2.3,4.6,0.29,0.4,1.5,0.63,0.7,1.1,4,1.2,0.5,0.5,0.6,1.6,5.6,0
443,Davion Mitchell,18.1,0.45,2.3,5,0.32,0.8,2.5,0.81,0.3,0.4,1.3,2.3,0.6,0.2,0.8,1.4,5.6,0
529,Payton Pritchard,13.4,0.41,2.1,5.1,0.36,1.2,3.2,0.75,0.3,0.3,1.8,1.3,0.3,0,0.8,0.8,5.6,0
559,Derrick Rose,12.5,0.38,2.3,5.9,0.3,0.7,2.3,0.92,0.4,0.4,1.5,1.7,0.3,0.2,0.8,0.7,5.6,0
663,Yuta Watanabe,16,0.49,2,4,0.44,1,2.3,0.72,0.6,0.8,2.4,0.8,0.4,0.3,0.4,1.4,5.6,0
78,Jarrell Brantley,9.8,0.57,2,3.5,0.44,1,2.3,1,0.5,0.5,1.5,0.8,0,0.5,0.5,0.8,5.5,0
208,Wenyen Gabriel,15.1,0.6,2.3,3.8,0.28,0.1,0.5,0.62,0.8,1.2,4.2,0.5,0.4,0.5,0.7,2.1,5.5,0
233,Danny Green,12.5,0.45,2,4.5,0.43,1.5,3.4,1,0.1,0.1,1.3,0.5,0.5,0.3,0.9,1.5,5.5,0
343,foreign_player,13.6,0.41,1.9,4.6,0.23,0.5,2.3,0.95,1.2,1.3,2.1,0.7,0.5,0.1,0.7,1.3,5.5,0
520,Otto Porter Jr.,18.3,0.5,1.9,3.8,0.35,0.8,2.1,1,1,1,2.4,1,1.4,0,0.5,0.9,5.5,0
106,Jamal Cain,13.3,0.56,2.1,3.7,0.35,0.4,1.1,0.77,0.9,1.2,2.9,0.7,0.6,0.1,0.3,1.2,5.4,0
432,Bryce McGowens,17.1,0.4,1.7,4.4,0.33,0.6,1.7,0.75,1.3,1.7,2,1.2,0.3,0.1,0.9,1,5.3,0
606,Lamar Stevens,18.1,0.45,2.1,4.6,0.32,0.5,1.5,0.7,0.6,0.9,3.3,0.5,0.4,0.3,0.4,1.3,5.3,0
43,Darius Bazley,14.3,0.45,1.9,4.3,0.38,0.5,1.2,0.54,0.9,1.6,3.2,0.9,0.5,0.8,0.6,1,5.2,0
152,Dewayne Dedmon,11.2,0.51,2,4,0.31,0.3,1,0.67,0.9,1.3,3.5,0.7,0.2,0.5,0.7,2,5.2,0
213,Rudy Gay,14.6,0.38,1.9,5.1,0.25,0.6,2.3,0.86,0.8,0.9,2.9,1,0.3,0.3,0.7,1.2,5.2,0
239,Javonte Green,15,0.57,1.9,3.4,0.37,0.4,1.1,0.67,0.9,1.4,2.8,0.7,0.8,0.7,0.6,1.6,5.2,0
476,Zeke Nnaji,13.7,0.56,2.1,3.7,0.26,0.3,1.2,0.65,0.8,1.2,2.6,0.3,0.3,0.4,0.6,2,5.2,0
564,Ricky Rubio,17.2,0.34,1.8,5.4,0.26,0.6,2.5,0.8,0.8,1.1,2.1,3.5,0.8,0.2,0.9,1.5,5.2,0
664,Lindy Waters III,13,0.39,1.7,4.3,0.36,1.4,4,0.8,0.4,0.5,1.8,0.7,0.3,0.3,0.2,1,5.2,0
50,MarJon Beauchamp,13.5,0.4,1.8,4.7,0.33,0.9,2.7,0.73,0.5,0.7,2.2,0.7,0.4,0.1,0.9,1.4,5.1,0
341,DeAndre Jordan,15,0.77,2.3,2.9,1,0,0,0.46,0.6,1.2,5.2,0.9,0.3,0.6,1.2,1.8,5.1,0
364,John Konchar,20.8,0.43,1.9,4.4,0.34,0.8,2.5,0.78,0.4,0.5,4.3,1.4,1.1,0.3,0.5,1.6,5.1,0
109,foreign_player,14.8,0.48,1.8,3.8,0.37,0.7,1.9,0.93,0.6,0.7,2.1,1.3,0.4,0.2,0.6,1.4,5,0
267,Isaiah Hartenstein,19.8,0.54,2.1,4,0.22,0.1,0.5,0.68,0.6,0.9,6.5,1.2,0.6,0.8,0.8,2.6,5,0
271,Jaxson Hayes,13,0.55,1.8,3.3,0.1,0.1,0.6,0.7,1.2,1.8,2.8,0.7,0.4,0.4,0.7,1.4,5,0
279,George Hill,18.1,0.47,1.7,3.6,0.36,0.7,2.1,0.76,0.9,1.2,1.8,2.4,0.6,0.1,0.7,1.2,5,0
308,Jonathan Isaac,11.3,0.42,2,4.8,0.4,0.5,1.4,0.56,0.5,0.8,4,0.5,1.3,0.4,0.4,0.5,5,0
336,Derrick Jones Jr.,14,0.5,1.8,3.6,0.34,0.4,1.3,0.74,1,1.3,2.4,0.5,0.5,0.6,0.4,1.3,5,0
391,Kenneth Lofton Jr.,7.3,0.53,2,3.9,0.35,0.3,0.7,0.59,0.7,1.1,2.1,0.8,0.2,0.1,0.5,1.2,5,0
411,Cody Martin,19.1,0.39,2,5.1,0.21,0.4,2,0.57,0.6,1,3.4,1.6,0.6,0.1,0.3,1.9,5,0
436,Sam Merrill,11.8,0.41,1.8,4.4,0.28,1,3.6,1,0.4,0.4,1.8,1,0.8,0,0,0.6,5,0
667,Blake Wesley,18.1,0.32,1.9,5.8,0.39,0.5,1.4,0.59,0.7,1.2,2.2,2.7,0.7,0.1,1.8,1.8,5,0
162,Ousmane Dieng,14.6,0.42,1.9,4.6,0.27,0.7,2.5,0.65,0.4,0.6,2.7,1.2,0.4,0.2,0.7,1.1,4.9,0
437,Chimezie Metu,10.4,0.59,2,3.3,0.24,0.1,0.6,0.74,0.8,1.1,3,0.6,0.3,0.3,0.5,1.2,4.9,0
550,Austin Rivers,19.5,0.44,1.8,4,0.35,0.8,2.4,0.77,0.6,0.8,1.6,1.4,0.5,0.1,0.4,1.5,4.9,0
291,Danuel House Jr.,14.4,0.47,1.7,3.5,0.34,0.7,2,0.75,0.8,1.1,1.7,0.8,0.3,0.2,0.5,1.2,4.8,0
344,Johnny Juzang,12.9,0.34,1.9,5.8,0.24,0.8,3.5,0.5,0.1,0.2,2.2,0.4,0.2,0.2,0.2,0.7,4.8,0
385,Meyers Leonard,12.7,0.48,1.6,3.2,0.39,0.8,2,0.89,0.9,1,3.8,0.1,0.2,0,0.7,1.8,4.8,0
414,Garrison Mathews,12.7,0.36,1.4,3.7,0.35,1.2,3.3,0.91,0.9,1,1.4,0.5,0.4,0.1,0.4,1.1,4.8,0
450,Moses Moody,13,0.48,1.7,3.6,0.36,0.8,2.1,0.7,0.6,0.8,1.7,0.8,0.3,0.1,0.5,0.9,4.8,0
79,Christian Braun,15.5,0.5,1.9,3.8,0.35,0.4,1.3,0.63,0.5,0.8,2.4,0.8,0.5,0.2,0.5,1.3,4.7,0
329,Keon Johnson,10.4,0.38,1.7,4.5,0.35,0.7,2,0.66,0.7,1,1.1,1.5,0.5,0.2,1.1,1.1,4.7,0
490,Chuma Okeke,19.2,0.35,1.6,4.5,0.3,1,3.2,0.76,0.6,0.8,3.6,1.4,0.7,0.4,0.6,1.5,4.7,0
585,Day'Ron Sharpe,11.5,0.54,1.9,3.6,0.55,0.1,0.2,0.64,0.7,1.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7,0
648,Dean Wade,20.3,0.41,1.7,4,0.35,1,2.9,0.65,0.3,0.5,3.4,0.8,0.6,0.5,0.4,2,4.7,0
662,TyTy Washington Jr.,14,0.36,1.9,5.2,0.24,0.6,2.6,0.56,0.3,0.6,1.5,1.5,0.5,0.1,0.5,0.9,4.7,0
32,Dalano Banton,9,0.42,1.8,4.2,0.29,0.5,1.6,0.71,0.5,0.8,1.5,1.2,0.4,0.4,0.6,1.1,4.6,0
51,D¨¡vis Bert¨¡ns,10.9,0.43,1.5,3.6,0.39,1.2,3.1,0.87,0.3,0.3,1.2,0.5,0.2,0.2,0.2,1.2,4.6,0
200,Malachi Flynn,13,0.36,1.6,4.6,0.35,0.9,2.5,0.76,0.5,0.6,1.4,1.3,0.4,0.1,0.5,1.2,4.6,0
387,Kira Lewis Jr.,9.4,0.46,1.6,3.5,0.44,0.6,1.4,0.86,0.8,0.9,1.3,0.9,0.4,0.1,0.4,1,4.6,0
505,Gary Payton II,16.7,0.59,1.9,3.1,0.5,0.6,1.2,0.86,0.3,0.3,3.1,1.4,1,0.2,0.7,2,4.6,0
285,Justin Holiday,15.3,0.38,1.7,4.4,0.32,1,3.1,0.63,0.1,0.2,1.2,0.9,0.4,0.4,0.5,1.5,4.5,0
60,Goga Bitadze,12,0.55,1.8,3.3,0.23,0.2,0.7,0.55,0.6,1.1,3.6,1,0.4,0.7,0.6,1.7,4.4,0
142,Jarrett Culver,13.7,0.4,1.7,4.3,0.08,0.1,1.2,0.69,0.9,1.3,3.8,0.6,0.6,0.2,0.7,1.4,4.4,0
232,A.J. Green,9.9,0.42,1.5,3.6,0.42,1.3,3,1,0.1,0.1,1.3,0.6,0.2,0,0.3,0.9,4.4,0
278,Haywood Highsmith,17.9,0.43,1.7,4,0.34,0.7,2,0.46,0.2,0.5,3.5,0.8,0.7,0.3,0.8,1.5,4.4,0
431,JaVale McGee,8.5,0.64,1.9,3,0.4,0,0.1,0.59,0.6,1,2.5,0.3,0.1,0.6,0.9,1.3,4.4,0
701,Thaddeus Young,14.7,0.55,2,3.7,0.18,0.1,0.6,0.69,0.3,0.5,3.1,1.4,1,0.1,0.8,1.6,4.4,0
703,Omer Yurtseven,9.2,0.59,1.8,3,0.43,0.3,0.8,0.83,0.6,0.7,2.6,0.2,0.2,0.2,0.4,1.8,4.4,0
115,Michael Carter0Williams,11,0.43,1.5,3.5,0.33,0.3,0.8,0.57,1,1.8,1.3,1.8,0.3,0.3,1,1.3,4.3,0
441,Justin Minaya,22.3,0.3,1.8,5.8,0.25,0.8,3,0,0,0.3,3.8,1,0.5,1.3,1,2.3,4.3,0
603,Xavier Sneed,12,0.5,1.3,2.5,0.5,0.8,1.5,1,1,1,1.3,1.3,0,0.3,0.8,1.8,4.3,0
543,Paul Reed,10.9,0.59,1.8,3,0.17,0,0.1,0.75,0.6,0.7,3.8,0.4,0.7,0.7,0.7,1.8,4.2,0
578,Admiral Schofield,12.2,0.45,1.5,3.3,0.32,0.6,2,0.91,0.6,0.6,1.7,0.8,0.2,0.1,0.4,1.6,4.2,0
651,Ish Wainright,15.3,0.37,1.4,3.8,0.33,1,2.9,0.84,0.4,0.5,2.3,0.9,0.6,0.4,0.4,2,4.2,0
699,McKinley Wright IV,12.4,0.47,1.7,3.6,0.32,0.3,1,0.68,0.5,0.7,1.7,2.1,0.3,0.2,0.7,0.9,4.2,0
244,Blake Griffin,13.9,0.49,1.5,3.2,0.35,0.6,1.6,0.66,0.5,0.8,3.8,1.5,0.3,0.2,0.5,1.8,4.1,0
261,Kevon Harris,13.4,0.44,1.4,3.1,0.37,0.5,1.3,0.76,0.9,1.2,2.1,0.5,0.5,0.1,0.6,1.6,4.1,0
301,Serge Ibaka,11.6,0.48,1.6,3.4,0.33,0.4,1.1,0.62,0.5,0.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1,0
555,Isaiah Roby,11.3,0.43,1.6,3.7,0.3,0.4,1.4,0.49,0.5,1,2.5,0.9,0.4,0.2,0.7,1.3,4.1,0
624,Matisse Thybulle,16.9,0.44,1.5,3.6,0.37,0.8,2.1,0.68,0.3,0.4,2,0.7,1.2,0.5,0.3,1.6,4.1,0
475,Daishen Nix,16,0.34,1.4,4.2,0.29,0.7,2.5,0.67,0.4,0.6,1.7,2.3,0.5,0.1,1.5,1,4,0
576,Olivier Sarr,12.7,0.5,1.7,3.3,0.13,0.1,0.9,0.71,0.6,0.8,3.4,0.4,0.1,0.6,0.4,1.9,4,0
24,Patrick Baldwin Jr.,7.3,0.39,1.4,3.5,0.38,1,2.7,0.67,0.1,0.2,1.3,0.4,0.2,0.1,0.4,0.5,3.9,0
33,Dominick Barlow,14.6,0.54,1.6,3.1,0,0,0.1,0.72,0.6,0.9,3.6,0.9,0.4,0.7,0.5,2,3.9,0
161,Gorgui Dieng,11.5,0.39,1.5,3.8,0.28,0.7,2.4,0.77,0.3,0.4,3.5,1.7,0.1,0.5,1,1.8,3.9,0
194,Bruno Fernando,10.4,0.53,1.5,2.9,0,0,0.1,0.7,0.9,1.3,3.5,0.8,0.2,0.9,0.6,1.9,3.9,0
269,Udonis Haslem,10.1,0.35,1.4,4.1,0.33,0.4,1.3,0.8,0.6,0.7,1.6,0,0.1,0.3,0.1,1.6,3.9,0
283,Aaron Holiday,13.4,0.42,1.5,3.5,0.41,0.6,1.4,0.84,0.4,0.5,1.2,1.4,0.6,0.2,0.6,1.3,3.9,0
652,Jabari Walker,11.1,0.42,1.5,3.5,0.29,0.3,1,0.76,0.6,0.8,2.3,0.6,0.2,0.2,0.5,1.2,3.9,0
138,Xavier Cooks,12.6,0.61,1.7,2.8,0,0,0.1,0.4,0.4,1,3.8,0.6,0.6,0.4,0.8,1.3,3.8,0
146,Dyson Daniels,17.7,0.42,1.5,3.5,0.31,0.5,1.5,0.65,0.4,0.7,3.2,2.3,0.7,0.2,1,1.7,3.8,0
151,Darius Days,6.3,0.42,1.3,3,0.3,0.8,2.5,1,0.5,0.5,1.5,0.3,0,0.3,0,0.5,3.8,0
292,Caleb Houstan,15.9,0.36,1.3,3.6,0.34,0.9,2.7,0.83,0.3,0.4,1.9,0.6,0.2,0.1,0.4,1.2,3.8,0
365,Furkan Korkmaz,9.5,0.43,1.3,3,0.39,0.5,1.2,0.72,0.7,1,1.1,0.6,0.3,0.1,0.6,0.5,3.8,0
366,Luke Kornet,11.7,0.67,1.6,2.5,0.23,0,0.2,0.82,0.5,0.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,0
455,Markieff Morris,10.1,0.41,1.3,3.3,0.39,0.8,2,1,0.3,0.3,2,0.9,0.3,0.1,0.5,1.4,3.8,0
623,JT Thor,14,0.4,1.4,3.4,0.32,0.6,1.8,0.7,0.5,0.7,2.2,0.5,0.3,0.3,0.6,1,3.8,0
179,David Duke Jr.,9.9,0.46,1.6,3.4,0.08,0,0.5,0.71,0.5,0.7,1.3,0.9,0.4,0,0.8,1.3,3.7,0
359,Nathan Knight,7.7,0.57,1.2,2.1,0.36,0.2,0.6,0.68,1,1.5,1.5,0.3,0.3,0.2,0.6,1.1,3.7,0
376,A.J. Lawson,7.2,0.5,1.5,2.9,0.4,0.7,1.7,0.25,0.1,0.5,1.4,0.1,0.1,0,0.2,0.7,3.7,0
434,Jordan McLaughlin,15.8,0.42,1.4,3.4,0.31,0.6,1.8,0.83,0.3,0.4,1.4,3.4,0.7,0.1,0.8,0.7,3.7,0
553,Orlando Robinson,13.7,0.53,1.5,2.9,0,0,0.2,0.71,0.7,1,4.1,0.8,0.4,0.4,0.5,1.7,3.7,0
202,Bryn Forbes,10.7,0.36,1.2,3.3,0.3,0.6,1.8,1,0.6,0.6,0.6,0.7,0.3,0.1,0.5,0.9,3.6,0
568,Matt Ryan,9.1,0.37,1.2,3.2,0.38,0.9,2.5,0.83,0.3,0.4,0.8,0.5,0.1,0,0.2,0.8,3.6,0
333,Damian Jones,11.6,0.64,1.3,2.1,0.59,0.2,0.4,0.76,0.5,0.7,3,0.4,0.2,0.5,0.6,1.3,3.5,0
421,Miles McBride,11.9,0.36,1.2,3.4,0.3,0.6,2.1,0.67,0.4,0.7,0.8,1.1,0.6,0.1,0.4,0.9,3.5,0
635,P.J. Tucker,25.6,0.43,1.3,3,0.39,0.7,1.9,0.83,0.3,0.3,3.9,0.8,0.5,0.2,0.6,2.4,3.5,0
129,Amir Coffey,12.5,0.39,1.1,2.9,0.28,0.2,0.8,0.78,1,1.3,1.1,1.1,0.1,0.1,0.4,1,3.4,0
216,Taj Gibson,9.8,0.52,1.3,2.6,0.33,0.2,0.5,0.71,0.6,0.9,1.9,0.7,0.3,0.2,0.5,1.7,3.4,0
338,Kai Jones,12,0.56,1.5,2.6,0.21,0.1,0.4,0.73,0.4,0.6,2.7,0.3,0.4,0.7,0.7,1.4,3.4,0
418,Wesley Matthews,15.8,0.36,1.1,3.1,0.32,0.8,2.4,0.86,0.5,0.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4,0
594,Jericho Sims,15.6,0.78,1.6,2.1,0,0,0,0.75,0.2,0.3,4.7,0.5,0.3,0.5,0.5,1.8,3.4,0
219,Anthony Gill,10.6,0.54,1.2,2.2,0.14,0.1,0.5,0.73,0.8,1.1,1.7,0.6,0.1,0.2,0.3,1.2,3.3,0
407,foreign_player,5.5,0.68,1.3,1.9,0,0,0,0.74,0.6,0.9,1.9,0.3,0.2,0.1,0.5,0.3,3.3,0
472,Raul Neto,10.5,0.52,1.2,2.3,0.29,0.3,0.9,0.91,0.6,0.7,1,1.6,0.4,0.1,0.5,1,3.3,0
666,Peyton Watson,8.1,0.49,1.3,2.6,0.43,0.3,0.6,0.55,0.5,0.9,1.6,0.5,0.1,0.5,0.3,0.6,3.3,0
545,Jared Rhoden,14.1,0.39,1.2,3.1,0.25,0.4,1.4,1,0.4,0.4,2.6,0.3,0.3,0.1,0.2,1.6,3.2,0
124,Max Christie,12.5,0.42,1.1,2.6,0.42,0.6,1.5,0.88,0.3,0.4,1.8,0.5,0.2,0.2,0.3,0.8,3.1,0
250,Jordan Hall,9.2,0.32,1,3.1,0.2,0.3,1.7,0.78,0.8,1,1.3,1.2,0.1,0,0.8,0.7,3.1,0
288,Richaun Holmes,8.3,0.62,1.3,2.1,0.63,0.1,0.2,0.79,0.4,0.5,1.9,0.2,0.1,0.3,0.3,1.2,3.1,0
363,Christian Koloko,13.8,0.48,1.2,2.6,0.08,0,0.2,0.63,0.6,1,2.9,0.5,0.4,1,0.3,2.2,3.1,0
442,Josh Minott,6.4,0.5,1.2,2.4,0.33,0.1,0.4,1,0.5,0.5,1.7,0.3,0.3,0.4,0.2,0.7,3.1,0
73,Jamaree Bouyea,14.2,0.43,1.2,2.8,0.33,0.4,1.2,0.5,0.2,0.4,1.2,0.8,0.8,0.4,0.8,1.2,3,0
211,Usman Garuba,12.9,0.49,1.1,2.4,0.41,0.3,0.8,0.62,0.4,0.6,4.1,0.9,0.6,0.4,0.6,1.8,3,0
374,Jake LaRavia,11.8,0.39,1.1,2.7,0.34,0.7,2,0.78,0.2,0.3,1.8,0.6,0.3,0.1,0.5,1.4,3,0
394,Robin Lopez,8.1,0.64,1.3,2,0.5,0.1,0.1,0.78,0.4,0.5,1.4,0.5,0.1,0.2,0.7,1.2,3,0
531,Trevelin Queen,10,0.24,1,4.1,0.13,0.3,2.1,1,0.7,0.7,2.4,0.9,0.3,0.7,1,0.6,3,0
630,Juan Toscano0Anderson,13.5,0.45,1.2,2.8,0.19,0.2,0.8,0.79,0.4,0.5,2.4,1.3,0.3,0.2,0.7,1.5,3,0
274,Juancho Hernang¨®mez,14.6,0.42,1.1,2.7,0.25,0.4,1.6,0.56,0.2,0.4,2.9,0.6,0.4,0.1,0.4,1,2.9,0
332,Carlik Jones,8,0.4,0.9,2.1,0.5,0.4,0.9,0.63,0.7,1.1,0.7,0.9,0.3,0,0.3,0.3,2.9,0
481,Frank Ntilikina,12.9,0.36,1,2.8,0.25,0.4,1.4,0.67,0.5,0.7,1.3,1.2,0.3,0.1,0.6,1.4,2.9,0
526,Jason Preston,8.9,0.44,1.3,2.9,0.28,0.4,1.3,0,0,0.1,1.6,1.9,0.1,0,0.7,0.5,2.9,0
597,Dru Smith,10.5,0.4,1.2,3,0.26,0.3,1.3,1,0.2,0.2,1.6,1.5,0.7,0.3,0.2,1.5,2.9,0
615,Terry Taylor,8.5,0.52,1.3,2.4,0.26,0.2,0.6,0.55,0.2,0.4,1.5,0.3,0.1,0.2,0.3,0.8,2.9,0
188,Kessler Edwards,10.7,0.39,1,2.6,0.31,0.5,1.5,0.73,0.3,0.4,1.7,0.6,0.4,0.2,0.4,1.1,2.8,0
327,James Johnson,9,0.45,1.2,2.7,0.2,0.2,0.8,0.5,0.2,0.4,1.7,0.8,0.4,0.3,0.4,1.8,2.8,0
157,Moussa Diabat¨¦,8.9,0.51,1.1,2.1,0.5,0,0.1,0.63,0.5,0.7,2.3,0.2,0.3,0.4,0.4,0.7,2.7,0
158,Mamadi Diakite,8,0.48,1.1,2.3,0.33,0.3,1,1,0.1,0.1,1.4,0.4,0.2,0.4,0.5,1.2,2.6,0
446,Isaiah Mobley,7,0.43,1,2.3,0.38,0.3,0.7,1,0.3,0.3,1.7,0.3,0.3,0.3,0.1,0.7,2.6,0
605,Jaden Springer,5.6,0.49,1.1,2.2,0.4,0.1,0.3,0.75,0.4,0.5,0.9,0.5,0.4,0.2,0.2,0.9,2.6,0
347,Frank Kaminsky,6.5,0.49,0.9,1.8,0.39,0.4,0.9,0.88,0.4,0.4,1.4,0.9,0.2,0.1,0.3,0.6,2.5,0
534,Lester Quinones,4.5,0.4,0.5,1.3,0.5,0.5,1,0.67,1,1.5,0.8,0.5,0.3,0,1.3,0,2.5,0
600,Ish Smith,9.3,0.4,1.2,3,0.17,0,0.3,0.5,0,0.1,1.3,2.3,0.2,0.2,1,0.8,2.5,0
105,John Butler,11.6,0.32,0.9,2.8,0.23,0.4,1.8,0.75,0.2,0.2,0.9,0.6,0.4,0.5,0.1,1.2,2.4,0
172,Jeff Dowtin,10.4,0.44,1,2.3,0.31,0.2,0.6,0.67,0.2,0.4,0.9,1.2,0.4,0.1,0.2,0.5,2.4,0
508,Theo Pinson,8.1,0.36,0.8,2.2,0.36,0.6,1.6,0.85,0.3,0.3,1.6,1.2,0.2,0,0.3,0.9,2.4,0
203,Trent Forrest,12,0.42,1.1,2.6,0,0,0.1,0.67,0.1,0.1,1.6,1.7,0.3,0.1,0.7,0.7,2.3,0
509,Scotty Pippen Jr.,5.3,0.33,0.7,2,0.33,0.2,0.5,0.56,0.8,1.5,0.7,0.3,0.3,0.2,0.3,0.5,2.3,0
59,Khem Birch,8.1,0.59,1,1.6,0.5,0.1,0.1,0.8,0.2,0.3,1.3,0.4,0.3,0.3,0.4,1.2,2.2,0
123,Kennedy Chandler,7.8,0.42,1,2.3,0.13,0.1,0.4,0.46,0.2,0.4,1.1,1.6,0.3,0.1,0.5,0.4,2.2,0
257,Ron Harper Jr.,5.3,0.5,0.9,1.8,0.33,0.3,1,1,0.1,0.1,0.8,0.4,0,0.1,0,0.3,2.2,0
619,Dalen Terry,5.6,0.44,0.8,1.9,0.26,0.2,0.7,0.67,0.4,0.6,1,0.6,0.3,0.1,0.2,0.6,2.2,0
302,Andre Iguodala,14.1,0.47,0.9,1.9,0.11,0.1,1.1,0.67,0.3,0.4,2.1,2.4,0.5,0.4,1.1,1.4,2.1,0
477,Nerlens Noel,11.5,0.36,0.8,2.1,0.5,0.1,0.1,0.67,0.5,0.7,2.7,0.6,0.9,0.6,0.8,1.9,2.1,0
540,Davon Reed,8,0.33,0.7,2,0.37,0.4,1.1,0.67,0.4,0.6,1.4,0.5,0.3,0.1,0.5,0.9,2.1,0
618,Garrett Temple,6.5,0.4,0.7,1.8,0.42,0.4,1,0.75,0.1,0.2,0.7,0.5,0.4,0.1,0.2,0.6,2,0
638,Stanley Umude,2,0,0,1,0,0,1,1,2,2,0,0,1,1,0,0,2,0
689,Vince Williams Jr.,7,0.3,0.8,2.7,0.14,0.3,1.9,1,0.1,0.1,1,0.3,0.4,0.1,0.3,0.8,2,0
558,Ryan Rollins,5.2,0.35,0.6,1.7,0.33,0.3,0.8,1,0.5,0.5,1,0.5,0.1,0.1,1.3,0.8,1.9,0
88,Greg Brown III,5.8,0.39,0.7,1.8,0.14,0.1,0.4,0.42,0.3,0.8,1.2,0.2,0.3,0.3,0.4,0.8,1.8,0
294,Trevor Hudgins,5.6,0.22,0.4,1.8,0.25,0.4,1.6,1,0.6,0.6,0,0.6,0,0,0.2,0.2,1.8,0
322,Alize Johnson,7.5,0.5,0.8,1.5,0,0,0.5,0.5,0.3,0.5,2.5,0.3,0.3,0,1,0.8,1.8,0
383,Alex Len,6.2,0.53,0.6,1.2,0,0,0.1,0.69,0.4,0.6,2.3,0.5,0.2,0.4,0.6,1.1,1.7,0
64,Buddy Boeheim,9,0.19,0.5,2.7,0.16,0.4,2.5,1,0.2,0.2,0.6,0.4,0.2,0,0,0.6,1.6,0
76,Tony Bradley,2.8,0.5,0.5,1,0.6,0.3,0.4,1,0.3,0.3,0.9,0.1,0.1,0.1,0.1,0.2,1.6,0
150,JD Davison,5.5,0.42,0.7,1.6,0.29,0.2,0.6,0.5,0.1,0.2,0.8,0.9,0.2,0.2,0.3,0.4,1.6,0
90,Kendall Brown,6.7,0.57,0.7,1.2,0,0,0.2,0.5,0.2,0.3,1,0.5,0.7,0,0.3,1.5,1.5,0
155,Matthew Dellavedova,6.7,0.34,0.5,1.6,0.33,0.3,0.8,0.57,0.1,0.2,0.4,1.3,0.2,0,0.3,0.6,1.5,0
